source,SS,pct_total
Style (prompt structure),0.03753086419753088,11.242603550295863
Topology,0.022716049382716024,6.804733727810644
Interaction (alignment),0.27358024691358024,81.95266272189349
Total (between cells),0.33382716049382716,100.0
