source,SS,pct_total
Style,0.7377777777777778,3.0094271211022474
Topology,0.6488888888888888,2.6468455402465545
Interaction,0.6844444444444451,2.7918781725888344
Residual (within cell),22.44444444444445,91.55184916606235
Total,24.51555555555556,100.0
