style_id,sas,independent,centralized,decentralized,hybrid
sas,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111
independent,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222
centralized,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222
decentralized,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222
hybrid,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222
