source,SS,pct_total
Style,0.20444444444444443,0.5984907624251884
Topology,0.38222222222222213,1.1189175123601347
Interaction,0.6844444444444441,2.0036429872495427
Residual (within cell),32.8888888888889,96.27894873796514
Total,34.16000000000001,100.0
