source,SS,pct_total
Style (prompt structure),0.0640432098765432,47.42857142857142
Topology,0.027006172839506182,20.00000000000001
Interaction (alignment),0.043981481481481476,32.57142857142857
Total (between cells),0.13503086419753085,100.0
