source,SS,pct_total
Style (prompt structure),0.0030864197530864257,4.34782608695653
Topology,0.015432098765432093,21.739130434782602
Interaction (alignment),0.052469135802469126,73.91304347826086
Total (between cells),0.07098765432098765,100.0
