source,SS,pct_total
Style,0.5763888888888888,3.844372394627142
Topology,0.24305555555555552,1.6211208893006022
Interaction,0.3958333333333331,2.640111162575265
Residual (within cell),13.777777777777777,91.894395553497
Total,14.993055555555554,100.0
