source,SS,pct_total
Style,0.08888888888888893,0.2139037433155081
Topology,0.2666666666666668,0.6417112299465243
Interaction,0.7555555555555553,1.8181818181818175
Residual (within cell),40.44444444444444,97.32620320855614
Total,41.55555555555556,100.0
