source,SS,pct_total
Style (prompt structure),0.058641975308641986,21.839080459770123
Topology,0.01543209876543209,5.747126436781606
Interaction (alignment),0.19444444444444442,72.41379310344827
Total (between cells),0.2685185185185185,100.0
