style_id,sas,independent,centralized,decentralized,hybrid
sas,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
independent,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333
centralized,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111
decentralized,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
hybrid,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222
