style_id,sas,independent,centralized,decentralized
sas,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
independent,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
centralized,0.0,0.1111111111111111,0.0,0.2222222222222222
decentralized,0.0,0.1111111111111111,0.0,0.1111111111111111
