source,SS,pct_total
Style,0.5277777777777779,2.4771838331160376
Topology,0.13888888888888884,0.6518904823989569
Interaction,1.7499999999999993,8.213820078226856
Residual (within cell),18.888888888888886,88.65710560625816
Total,21.30555555555555,100.0
