style_id,sas,independent,centralized,decentralized
sas,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
independent,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
centralized,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111
decentralized,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222
