source,SS,pct_total
Style,0.33777777777777773,0.9711219013544594
Topology,0.20444444444444446,0.5877843087145413
Interaction,2.462222222222221,7.078967544083821
Residual (within cell),31.77777777777777,91.36212624584718
Total,34.78222222222222,100.0
