source,SS,pct_total
Style (prompt structure),0.022716049382716045,16.08391608391608
Topology,0.042469135802469145,30.069930069930077
Interaction (alignment),0.07604938271604937,53.84615384615385
Total (between cells),0.14123456790123456,100.0
