topology,pass_at_1,duration_mean,duration_median,msg_count_mean,pass_per_second
sas,0.23333333333333334,7.433855555555556,6.056,1.0,0.031387929398084144
independent,0.27111111111111114,15.18512,13.622,4.0,0.01785373517700954
centralized,0.3111111111111111,31.15490888888889,26.77,4.2,0.009985941933602189
decentralized,0.28888888888888886,24.801846666666666,21.72,7.0,0.011647878191149028
hybrid,0.4222222222222222,60.64745555555555,52.077,7.337777777777778,0.006961911565035888
